review,sentiment
"I began watching this movie with low expectations, as a matter of fact i only noticed it because it was an adaptation of a S.K. novel ( a novel i never read).<br /><br />I'm glad my expectations were low because the movie wasn't nothing close to good, but it manages to keep you interested. What really drags this story down is the work done by the director and the actors. The movie is overlong, hasn't no ""nice"" shots and no scares, the dialogs are dumb and the special effects are crap.<br /><br />The only things good are that, as i said, it keeps you interested ( i guess the book must be good) without using much horror cliches.<br /><br />My Vote 4/10.",negative
"""Fat Girls"" is among the worst films within the indie gay genre.<br /><br />The premise is promising: an average-looking gay teen is trapped in a repressive small TX town. His only kindred spirits are the other village HS misfits: the class 'fat girl', a naïve immigrant from Cuba, and the sensitive drama teacher. So far, interesting. In theory, this plot line creates a decent setup for an appealing coming of age story with a built-in audience---the thousands of gay men who grew up in small towns across America and experienced this adolescent anxiety first hand, peppered with a dose of self-deprecating humor.<br /><br />Unfortunately, rather than a nuanced dramedy, Ash Christian approaches his autobiographical subject matter with a poorly executed attempt at irony and dark humor. The result is a cast of unlikeable, derivative, two-dimensional characters which the viewer cannot but help feel indifferent toward. Sabrina (Fink) is a quasi-Goth bitter navel-gazer. She is such a prickly, unsympathetic person; there is little doubt as to the reason for her friendless condition. The chemistry between her and Rodney (Christian) registers zero. This may have been bad casting, but is more likely due to a screenplay which is simply unsalvageable. Consequently, one is left wondering when there is such a non-existent bond, what could possibly warrant their near-constant companionship throughout the story.<br /><br />Sabrina's newfound boyfriend, Rudy (de Jesus), and Rodney's mother Judy (Theaker) are among the most exaggerated of the clichéd stock characters ripped off from dozens of other films. Rudy is the horny undersexed immigrant/nerd lifted directly from every raunchy adolescent ""comedy"" ever made within the realm of TV or film. Judy is the born-again obsessed with Jesus- talk and big hair. Just when you thought the Tammy Faye thing had been done to death, Christian inserts a scene where Judy's mascara is running with her tears! Is there anyone in the civilized world that can possibly think this tired old stereotype gag is still funny after seeing it ad nauseum for 20 years?<br /><br />In addition to the failed attempts at sardonic humor, there are many puzzling story inconsistencies. Rodney considers himself a ""fat ugly"" loser. However, he simultaneously manages to participate in casual and regular impromptu trysts with the ubiquitous school jock/hunk, Ted (Miller). Although these liaisons are devoid of emotional fulfillment, most gay teens (filled with raging testosterone, just like their hetero brethren) would find this to be a rather enviable arrangement given the more common alternative of involuntary celibacy.<br /><br />Rodney finds an object for his affection in Bobby (Bruening), an exotic transplant from England. Against all believable odds, the lad not only happens to land in this tiny TX hamlet, but is conveniently openly gay to boot. Like Sabrina, Bobby is an icy, angry smart aleck and the viewer is left head-scratching as to his magnetic appeal. <br /><br />Much to his delight, Rodney is invited by his new crush to the town gay bar, where Bobby claims to be the DJ. Upon arrival, the boyfriend-to-be promptly leaves Rodney solo and heads off to another area of the bar for a quick encounter with a rather handsome young man. This is yet one more of the ridiculously inexplicable plot elements since Rodney's feeling as an outcast are supposedly derived largely from his lonely existence in a parochial town. As tiny as the town is, they have openly gay students at the high school? A secretly bisexual football captain? Lesbian moms? A Gay teacher? and it has a gay bar downtown (patronized by attractive men, no less)? Apparently, the place is not so backwater after all.<br /><br />Ten years earlier, Todd Stephens' ""Edge of Seventeen"" covered nearly the same material with a much more creative, honest, touching, and humorous film.",negative
"I just recently discovered this fantastic series and I just can't seem to get enough of Garner's laid back PI. The shows continually display excellent level of writing and suspenseful episodes.<br /><br />This episode, Sleight of Hand, is a little different. Forsaking humor in favor of a more serious turn for Rockford as he searches for his missing girlfriend.<br /><br />The mystery is great and it's unraveling is convincing enough. It's based on a book (can't remember the name) and it could easily have been stretched to a feature length episode. Garner excels here as Rockford gets tough and really means business. This has a ""noir"" feel to it all the way, the dark lighting and overall mood echo the great dark thrillers of the 40's and 50's.<br /><br />Really good episode in a Class A series. Easily deserves a 10.",positive
"I had high hopes for Troy and I am so bitterly disappointed. The film was directed so badly it made my stomach ache. The pacing was so slow, the dialogue laughable and the film - well apart from a nice fight scene between Achilles (Pitt) and Hector (Bana) - the rest was shallow.<br /><br />And why, oh why does Hollywood always insist on rewriting stories to fit 'consumer approval'. Agamemnon didn't die in Troy, the war lasted 10 years and Achilles was killed by Paris OUTSIDE the walls of Troy with an arrow to the ankle! It annoys me that such a classic story as this is turned into a soap.<br /><br />And don't even start me on the 'lack' of chemistry between Helen and Paris. She was the woman the war was fought over and it didn't even look as if the two of them cared a great deal about the other. No sparks, no emotion, no hope.<br /><br />I have to say in the films defence Brad Pitt, Eric Bana and Peter O' Toole acted very well with a bad script but that isn't enough to save this awful movie. <br /><br />Can anybody tell me where the £200 million budget went? Maybe in all the trees they used for the funeral pyres - where did they get all those trees?<br /><br />I am so disappointed it hurts.",negative
"This was a wonderfully clever and entertaining movie that I shall never tire of watching many, many times. The casting was magnificent in matching up the young with the older characters. There are those of us out here who really do appreciate good actors and an intelligent story format. As for Judi Dench, she is beautiful and a gift to any kind of production in which she stars. I always make a point to see Judi Dench in all her performances. She is a superb actress and a pleasure to watch as each transformation of her character comes to life. I can only be grateful when I see such an outstanding picture for most of the motion pictures made more recently lack good characters, good scripts and good acting. The movie public needs heroes, not deviant manikins, who lack ingenuity and talent. How wonderful to see old favorites like Leslie Caron, Olympia Dukakis and Cleo Laine. I would like to see this movie win the awards it deserves. Thank you again for a tremendous night of entertainment. I congratulate the writer, director, producer, and all those who did such a fine job.",positive
"Annie's wig does not look good. she is not cute and pretty enough to play Annie. Annie sticks out in the movie, as her outfits look like Halloween costumes. terrible acting and terrible plots. This movie is such a change from the 1982 version. I think that a younger and smaller girl should have had the lead role. Ashley Johnson portrays a very boyish Annie. Not appealing at all. At least the casting director got it right with Daddy Warbucks. Ms. Hannigan was also miscast. Camilla Belle played Molly alright. ""Warning"" this movie might insult your IQ so you might just want to only show it to very young children. 8 and younger. Some of the plots are too fictional and could hardly take place in the real world.",negative
"If you like horror movies with lots of blood and gore, tons of jump-scare moments and unrelenting, escalating scenes of excruciating death, then look elsewhere. If you like quiet, moody, thoughtful horror which casts blood aside in favor of a genuine feeling of dread, then Wendigo is for you.<br /><br />Thoughtful, stressed out George, his psychoanalyst wife Kim and their young son Miles are heading out to the snowy countryside for a long weekend vacation away from the city. On the way up, George hits a stag with his car. The hunters who had been pursuing the deer are not thrilled when they find that George has ended their chase. In particular, deranged hunter Otis takes it personally. He follows the family to their vacation home, making sure they see him. He spies on George and Kim as they have sex. He fires through their windows with his rifle when they aren't home, letting them discover the ominous holes in their windows and walls when they return. When Kim takes Miles to the drugstore in town, Miles is attracted to a small sculpture in a display case, carved to resemble a man with the head of a stag. A Native American man tells Miles that this is the Wendigo, a spirit of the woods who has a taste for flesh and is always hungry. Miles takes the figure home with him, already haunted by the death of the deer the day before. That afternoon, when he and his father go sledding, George is shot and Miles pursued through the woods by a creature barely glimpsed...or is he just in shock, and imagining the whole thing? Hours later, George is rushed to the hospital and Miles, still clutching his statue, either faints, dreams or goes on a vision quest, in which the Wendigo returns. This time the angry, flesh eating god - part tree, part stag and part man - is hunting for Otis, who has finally gone over the edge.<br /><br />Wendigo is a beautifully made film, almost totally silent but for the wind howling through the snow covered trees. Okay, so the monster itself is kind of fakey-looking, but it's a small flaw, more than made up for by the genuine feeling of tension and dread that creeps through every frame of the film, and the eerie backdrop of the silent, snowy countryside. The performances are great, particularly by Jake Weber as the moody and thoughtful George and Patricia Clarkson as his sweet but no-nonsense wife. They are a happy couple with their share of common problems, and it is the strength of their relationship and their love for each other that makes this film powerful. Watching this film is often like watching someone's home videos, so realistic are the performances. <br /><br />This movie is not for everyone. A lot of people may find themselves totally bored, waiting for the hideous Lovecraftian Beast and bloody revenge that never come. We can never really be sure if the Wendigo even exists, seen as it is through the eyes of a sensitive child and also, later, through the eyes of a madman. This is more a psychological drama than a horror film, but it has more than enough creepy elements in it to satisfy fans of subtle horror.",positive
"I don't even know where to begin...<br /><br />It's is not worth typing a review so I will just quote what another user posted because I agree thoroughly, but I give it 1 / 10 instead of 2 / 10 ""I am at a loss to find the words to express how bad I thought this film was. The initial precept was promising, but in all respects afterwards it was totally awful. Let's run through the main points. Plot - good initial idea but truly terrible development. There were many points when I thought ""no, nobody would do something that stupid"". The ending was amazingly anticlimactic. Characterisation - all of the characters were either completely bland or grotesque caricatures. I keep trying to think of one that wasn't - possibly the mother, but that's it. Music - intrusive, inappropriate and generally terrible. Direction - totally amateurish. Cinematography - doubt they've heard of it. Camera angles / stability / zoom levels often really bad. I am totally bemused at how this film has scored so highly. It's the worst movie I've seen at the cinema for years, if not ever.""",negative
"This is an excellent little film about the loneliness of the single man. Phillipe Harel as Notre Heros is a bit like an amalgam of Robert de Niro in Taxi Driver, Inspector Clouseau (in his stoicism) and Chauncey Gardiner in Being There (also Peter Sellers). He is single yet doesn't have a clue how to attract the opposite sex - in fact, he really makes no effort at all!<br /><br />He has a stoicism and fatalism that defies any hope of ever achieving coupledom - his friend Jose Garcia as Tisserand is in the same plight yet at least makes a brave effort to transcend his extended virginhood (he's 28 and admits he's never had sex).<br /><br />Very good outdoor shots of Paris and Rouen, where the two software people travel on business. They try various nightclubs and places but all to no avail. My theory is that they're trying the wrong places - they go to more-or-less 'youth' nightclubs; they should try the type that has older people, more their own age.<br /><br />Harel increasingly becomes isolated and does a little de Niro effort, as in Taxi Driver, urging his friend/colleague to go and stab some bloke who's pulled a nice-looking girl in the nightclub.<br /><br />Worth watching.",positive
"If I compare two films with Sacha Cohen, Borat and Ali G then Ali G is immeasurably better. I'ts no master piece, but it's a film at least. Borat is complete garbage and I do not understand how it rated better then Ali G.<br /><br />I cannot put my finger on it, there something wrong with the Ali G script: half of the jokes are as if written by a 15 years old, not by an adult scriptwriter. And a number of jokes including Mr Cohen's lower body are quite tasteless. <br /><br />But the film actually comes together as a comedy and there are some valid jokes too that are funny: such as how Ali G becomes a member of government for doing something scandalous and stupid in the public (sadly true in today's western society: people get careers for doing stupid things in public), also Ali's advice about immigrant policy and some others. <br /><br />Ali G overall remains a sympathetic character, even though a kind of mentally underdeveloped for his age. But it's OK to watch,it's quite funny.<br /><br />But never ever watch Borat, it's awful and makes every intelligent movielover sick.",negative
"I watched this movie after seeing it on Broadway. I love the Broadway musical and I love the movie. I watched the movie like it was not related to the Broadway show. I am an avid reader and have seen what happens to most books when they are turned into movies, so I developed a philosophy really early. Assume that the movie is going to be based on the book ( or musical in this case) but that while the story line may be similar it will not be the same, it will be different so watch it for what it is.<br /><br />I danced for 12 years before I had to make a choice. I was a good dancer( picking up chorus work in local productions as a child etc) but I wasn't super talented.I was however super talented as a show rider. I was told by my dance instructor and my trainer ( who i spent several months a year at his farm out of state) that I had to make a choice when I turned 14. That I needed to move up from dancing two hours four-five days a week and riding 3 hours a day 7 days a week.. and dedicate to one or the other. So I dearly love dancing and I love this movie and a lot of the other ballet and dance movies. I just chose to watch this movie for what it is, it is a great movie about raw emotion and human interaction. It is about the power of anticipation and heartbreak when you work really hard to get something you want and you just do not get it. I love the movie. I love the Broadway musical.",positive
"Given this film's incredible reviews I was expecting something truly exceptional. It certainly starts well with witty and sharp dialogue, and a fine cast in place. A series of Robert Altman-style interwoven stories reel the viewer in with some compelling scenes. I found it gripping entertainment right through to the second half of the film when sadly, it collapses like a pack of cards. A series of ludicrous coincidences and right-on messages stack up until I'm left deeply disappointed and wondering what all the fuss is about. Paul Haggis has tackled the subject of race in LA, and that alone seems to have elevated this movie to a new level of interest. Given that most of the Academy voters live in LA and have experienced racism to some extent, this film is sure to have an impact on them. That means the Oscar for Best Picture will go to the race movie or the gay movie. Let's hope it is the latter, because Brokeback Mountain is a bona fide masterpiece that deserves recognition.",negative
"This film held my interest from the beginning to the very end with plenty of laughs and real down to earth acting by the entire cast. Glynn Turman, (Preach Jackson) is the star of the picture playing the role of a smart guy who likes poetry and had a very sexy girl friend. Lawrence Hilton Jacobs, (Cochise Morris) was an outstanding athlete at the Cooley H.S. and even won a scholarship to a famous college. There are scenes in this picture with the Chicago Police Department chasing all these dudes in a Cadillac and a visit to the Lincoln Park Zoo with monkey dung being thrown around. The music is outstanding and there is great photography around the City of Chicago. Great Film, enjoy.",positive
"Sophisticated sex comedies are always difficult to pull off. Look at the films of Blake Edwards, who is arguably the master of the genre, and you will find just as many misses as hits. For, if a film of this nature ever fails to work, it can never fall back on the tried and true toilet humor of a teen sex comedy [i.e. ""American Pie""], or warm the audience with the sentimentality of a romantic comedy [i.e. Julia Roberts' entire career]. It can only maintain a push to the end, and hope that the audience can appreciate the almost required irony of it's resolution.<br /><br />Written by husband/wife team Wally Wolodarsky and Maya Forbes, ""Seeing Other People"" opens with engaged couple Ed & Alice [Jay Mohr & Julianne Nicholson] only seconds away from rear-ending the car in front of them. As the frame freezes, we unexpectedly hear the thoughts and fears of both characters. From here on out, we welcome that the story about to unfold will enjoy a point of view from both sexes.<br /><br />Two months shy of their vows, Ed & Alice already look and act like an old married couple. In an early bathroom scene, their actions alone show us just how comfortable they are with each other and how long they have been together. So when the line to propel the plot forward is uttered - expectedly from the least likely of the two - it is as if the very relationship itself is calling for a change, even if it means it's own destruction.<br /><br />Once all the ground rules are set [Ed can not sleep with her mother or, for that matter, Salma Hayek], the two head off in their separate directions in the hope of finding some meaningless sex to strengthen their relationship. At first, everything seems to go as planned as their daily trysts only help to fire up the passion between them. But predictably, as the deeper emotions of regret and jealousy begin to emerge, they soon find themselves growing apart and on the verge of breaking up. All of these actions leading to a resolution you may or may not like - depending on your own degree of cynicism.<br /><br />For a comedy like this, you need a solid cast with supporting characters just as strong as the leads. And director Wolodarsky does not disappoint. Here he has cast two of my favorite actresses as sisters - Julianne Nicholson & Lauren Graham - and allows them to play to their strengths. For Nicholson, who has always reminded me of a young Shirley MacLaine, she brings an air of naivete and vulnerability to Alice even when her actions seems less than so. And as for Graham, an actress who has proven she could outperform an entire Howard Hawks ensemble, she steals every scene she is in with an edgy ""no BS"" persona. <br /><br />As for the guys, Jay Mohr is serviceable here as is Josh Charles. ""Malcolm in the Middle""'s Byron Cranston has to be applauded for taking on a British accent and letting it all hang out. But the real treat here is Andy Richter and his sub-plot involving single mother, Helen Slater. While his scenes almost seem to belong in another movie, they are by far the funniest and his dead panned delivery steals the show.<br /><br />For an independent production, ""Seeing Other People"" has a more personal and introspective feeling - something that would be noticeable absent from a big Hollywood film of this kind. Not to mention that this film also has some genuinely funny moments - unlike, say, most Hollywood comedies in general.<br /><br />Rating [on a 5 star system] : 3 1/2 stars",positive
"The question is, can a movie this entertaining really be considered a ""bad"" movie? My husband and I picked this up at a used video store for 99 cents simply because of the title and the fact that the box had the words ""Vestron Pictures"" on it (Vestron has been highly regarded as a mark of quality ever since I first acquired the legendary films ""Suburbia"" and ""Class of 1984""). We were not expecting a movie as full of win as this one was. Your basic plot as is follows: Grange, this goombaesque thug from planet Earth, robs ""the bank of the Moon"" and is sentenced to a penal colony on a remote planet (I don't even remember the planet's name) to mine for bauxite and other minerals. The ""governor"" of said colony and the owner of the mine are exploiting the prisoners for labor. Walker, a bounty hunter (apparently one of only three on the whole planet) reminds the prisoners that there is no escape, because there's only one shuttle out of the whole planet and they'd have him to deal with. Then there's the nameless ""Colonel"", a retired bounty hunter who suffers from a haunting reoccurring nightmare. Much of the movie centers around ""futuristic"" car chases (dunebuggies with plywood slapped to the sides) with explosions galore. The planet itself looks suspiciously like Hemet, CA or one of those other dusty Inland Empire outposts. But what makes the movie truly shine is a surprisingly awesome soundtrack featuring several LA punk bands of the mid-80s. I seriously doubt that this soundtrack was ever pressed to vinyl, but it's definitely worth buying the movie just for the soundtrack. I can't even remember the names of the bands (they're listed in the credits) other than Exploding White Mice, because that was the only one I'd heard of before I saw this movie, but I'm definitely looking into them.<br /><br />Basically, the movie is definitely not a waste of your time and would be best enjoyed with a 12 pack of beer and a few of your closest friends.",positive
"The only other review of this movie as of this date really trashes the stars and the movie itself. I usually like to read the user comments to give me an idea of what to expect from a movie I don't know much about. It's unfortunate when there aren't many comments for a certain tile, because when there is only one review and it unreasonably trashes the movie and cast, you don't get an idea of what to expect. I read the review before watching this title and I don't know where all the venom for this movie and the stars came from. Douglas and Blondell were both very talented and attractive people who usually delivered, even when the material was not the greatest. I found the movie and the performances fun and enjoyable. It isn't one of the great all-time classics, but a pleasant and funny diversion-much more than you can hope for in most newer movies. If you are a fan of these stars, you will not be disappointed.",positive
"I very much enjoyed this movie and I think most fans of Lauren Ambrose will too. Her character is much softer than her role in Six Feet Under and all of the performances are strong. I especially enjoyed the way the role of Emily, a mentally challenged savant, was handled. Despite some other misinformed user reviews the role was performed accurately and without cliché by the actress, Taylor Roberts. Also a standout was Fran Kranz, whose natural ease well complemented the more season veteran actors. Although the direction hit a snag here or there it seemed the only problems were with an underdeveloped script. What maybe worked well as a stage-play didn't hold out quite so well on screen. However the lovely cinematography by Paul Ryan definitely makes up for that, as well as the pace of the film, which is surprisingly not slow. I recommend this movie to fans of six feet under and also fans of plain good acting and cinematography.",positive
"I went in not knowing anything about this movie and I walked out in an half hour knowing everything about it. It was one of worst movies I've ever seen. I'm a generally a nice person but if somebody told me they liked this movie, I would probably never talk to them again. Anybody who likes it throughly is most likely to have an extremely dry, hermit type personality. I'm gonna also include that they think they are pretty intelligent too, just like the self-centered fart bags who do the voices for the movie. I know everyone has different types of humor, some people may not even like mine, but that's okay; I don't think this covers any range of humor though. This movie is as flat and dull as Wes Anderson's mind. Go in and get ready to walk out; it's best to get your money back too.",negative
"This movie was featured on a very early episode of Mystery Science Theater 3000, but when I see this film, I don't think about that wonderful TV series. I believe this was a surprisingly good early 40's horror flick, with very surprisingly good sound and picture for a 67 year old public domain horror movie. I actually enjoyed watching Bela Lugosi and his bizarre staff, including his wife who requires fluid from the glands of young would-be brides, an old hag, and her two bizarre sons, one a giant idiot, the other a comical dwarf(Angelo Rossitto from 1932's Freaks). I also enjoyed the plucky young female reporter, who is kind of a stereotype, but still fun to watch. My only problem with this otherwise decent film is it's plot, even ridiculous and unbelievable for a movie. I don't want to spoil any of this film, so go out and rent it, or, better yet, buy it for a couple of bucks.",positive
"Leonard Maltin compared this film to a Mel Brooks comedy. He was far too kind to Ms. Rivers, and far too cruel to Mr. Brooks. Not even the raunchiest Mel Brooks films are this tasteless, and at least they're genuinely funny. This picture deserves a place on the hundred-worst list.",negative
"Bug Juice changed my life. I Know it sounds strange, odd , weird. But it did. I am from England, Bug Juice never aired there but five years ago i went on vacation with my family and saw it on the Disney channel. Once i saw this TV series I was hooked I wanted to go.It took a lot of convincing to my parents to allow my brother and I to go to Waziyatah. I have been going since i was 12 and it was my forth year this summer. If you are a teenager reading this come to this camp it changes your life. you make life long friends at wazi. It doesn't matter who you are or if someone at home doesn't like you everyone likes you at camp. You have so much fun. If you want to have a look go on to www.wazi.com and check it out for yourself. It is so much fun I Love it there It is my Home Away from Home",positive
"By the time it opened, ""Heaven's Gate"" had become, to its detriment, more a cultural phenomenon than a motion picture. At a time when concern about excessive budgets and directorial arrogance were growing, it was a convenient target, as it was a far-over-budget work by the latest ""auteur"" to hit Hollywood, who had not yet established the track record that would have given him the benefit of the doubt among critics and the industry alike. As someone pointed out at the time, no one was going to jump on Warren Beatty's even-more costly and dark ""Reds,"" because Beatty was ""one of us,"" while Michael Cimino had not achieved that status.<br /><br />But ""Heaven's Gate"" was also affected by a cultural change taking place at that time, the political move rightwards and toward a more unquestioning patriotism and enshrinement of the myth of the West (and the Western). A few years earlier, Cimino's demythologizing of the frontier might have seemed timely, fresh, and a necessary corrective. But by 1980, in the wake of the Reagan Revolution, it was thought of as nearly un-American.<br /><br />Which is a shame, because the film, seen from the vantage point of several decades away, is a fascinating and thought-provoking look at that particular time and place as a world where life was, in Hobbes's words, ""nasty, brutish, and short."" Kristofferson plays James Averill, an upper-class Easterner who, in search of adventure, becomes a sheriff in Wyoming, where he finds himself having to lead a resistance by the settlers and squatters against an attack by a mercenary death-squad hired by wealthy landowners, including Averill's lifelong best friend. In a more innocent time, Averill and his rag-tag ""army"" of poor farmers would emerge triumphant; but this is anything but a traditional Western, and when the U.S. Cavalry joins the fight here, it isn't on the side of the ""good guys.""<br /><br />Much like ""The Deer Hunter,"" Cimino's previous film, ""Heaven's Gate"" spends a great deal of time building up the details of the lives of its principals, giving the film an at-times leisurely pace that nevertheless leads to a gripping conclusion. With excellent acting, a fine musical score, and the visual texture that makes one believe one is actually seeing the ""Old West"" through new eyes, ""Heaven's Gate"" is a film that rewards repeat viewings. I only wish that MGM would put out a new DVD, with an improved transfer and a commentary by Cimino. Nonetheless, the current version is satisfactory enough to let viewers see what critics in 1980, possibly blinded by the film's cultural subtexts, managed to miss...that ""Heaven's Gate"" is a great film.",positive
"Brilliant actors and brilliant picture!! I love the chopper scene with the music in the beginning, it is just SO touching and at the same time real but at the same time surrealistic! The Vietnam War was far from human and I believe this movie kind of shows have terrible human beings can act under certain circumstances. Modern war movies are spending so much money on effects. This is just a straight forward smart movie that takes you beyond your imagination. A movie that really pictures evil and hate mixed in fearness and fate. How insane the world is and the power of will and friendship, love and passion. A must seen movie and without any doubts the best war movie ever! Many tried to copy but still there are no movie even close as good as this!!",positive
"Joyce Reynolds seems a might grown-up for the role of Janie, a boy-crazy sixteen-year old in small town America who ditches her steady guy for a visiting soldier AND winds up on the cover of Life magazine (smooching at a blanket party) all in the same week! Non-stop barrage of wisecracks, put-downs, bull talk, and unfunny bits of business such as Janie's little sister bribing family members, Hattie McDaniel (as the maid) constantly scuttling after sassy kid sis, Janie's mother involved with the Red Cross, and Janie's father trying to write an editorial on the problems with today's teenagers (as the parents, stuffy, sexless Edward Arnold and pert, chatty Ann Harding make an unlikely couple, even for 1944; he looks incapable of helping to conceive a child much less raising two of them). Nominated for an Academy Award (!) for Owen Marks' editing, Warner Bros. followed this in 1946 with ""Janie Gets Married"". Reynolds must have outgrown her co-horts by then--she was replaced by Joan Leslie. *1/2 from ****",negative
"Police Story is one of Jackie Chan's classic films that helped shape the Hong Kong cinema. It is a masterpiece that should not be missed by any action movie fan. From the beginning it is obvious that Jackie Chan's stunt team literally risked their live to make this film. Both the action and the stunts are extremely realistic and innovative. Even today, no movie has outdone police story in dangerous stunts. Many people were hospitalized in Police Story including Jackie Chan. The fighting is not as indisputably exceptional as the stunts but the fighting in this movie helped change and define Jackie Chan's use of props. Throughout the film Chan uses odd object to stop attackers and is constantly throwing assailants through thick glass. The action feels real because the stuntmen are giving the movie all they have to give and Jackie Chan's coordination is outstanding.<br /><br />The rest of the aspects of the film are not without flaws but they will not disappoint any action fan. Chan not only plays a believable risk taking cop but shows the powerful changes that his character goes through as he falls into escalating desperation. The plot is powerful but a modern viewer may find it tedious at times. While the comedy will provide a good number of laughs it does not always distract the audience from the lack of action. However, for the time period it was made in, the driving aspects of the plot are entertaining. There a good number of interesting and well played characters dispersed throughout the film as well.<br /><br />Overall police story is without a doubt one of the best action movies ever made. And even in Hollywood the influences of this one film are not to be ignored.",positive
"<br /><br />This movie (not a film -- clearly recorded on a cheap cam-corder) may be one of the greatest cinematic stink-bombs in history. Beware: the packaging advertises the flick as an erotic exploration of sex-addiction. The film is not an exploration of anything, and it is no more erotic than staring at one's own warts. The script is pointless and meandering, with all plot elements serving as segways between supposed sex scenes. However, even the sex scenes are lame lame lame. Except for the first, they are around three seconds long (then again, maybe my version was cut) and comically overwrought.<br /><br />If you are looking for a decent film, you don't want this. If you are looking for a titillating sex-flick, you don't want this. Whatever your life's goals, desires, or perspectives, you do not want to watch this movie. How they got Rosanna Arquette, Natashia Kinski, and Ed Begly to act in this stink bomb is puzzling in the extreme.",negative
"This is a fine musical with a timeless score by one of my favorite composers (Gershwin) and a nice 'Parisien' atmosphere which gives the movie a lot of charm, but in terms of a story.. well it's not really there. Or at least, not very well worked out. The acting is also not so smooth by Caron. But I liked some of the dialogues, I liked the scene at the Seine, I liked the character played by Levant, the colors; and the dancing of course, which is quite magnificent.<br /><br />A 7.5 - 8 seems on the dot to me.",positive
"This film is a brilliant retelling of Shakespeare's classic love story, complete with ""kinky sex, body piercing, and dismemberment"". It does follow the same spirit as all the other Troma movies [except Combat Shock...That sucker was depressing] but it's not only for Troma fans. Anybody who appreciates lowbrow visuals and a hilarious script will without a doubt fall in love with this movie.<br /><br />Don't expect pretentious, artistic-wannabe crap like the version of R&J with Claire Danes and Leo DiCaprio; this one knows its a silly movie and draws its humor from that. The acting is also surprisingly good, and you can just feel Sammy Capulet's pain as he tries to put his brain back into his head.<br /><br />The soundtrack, which contains many original and high-energy bands like The Wesley Willis Fiasco, Supernova, and The Meatmen is also four-star. This movie should be viewed by all, because it remains faithful to the original story while still being jam-packed with Troma's trademark gore/sex humor.",positive
"I love this movie... it can make me laugh! =^_^= Which is kinda hard to do. This movie is one of the best cartoon adaptations ever. It doesn't warp the characters like other movies out there. Everyone is in character and has a role to play!<br /><br />The movie focuses around Buster and Babs going down river after a flood (courtesy of Buster), to Plucky going on a trip with Hamton (hilarious stuff), Elmyra running around torturing animals (as usual), Fifi following her crush around for an autograph, and Shirley and Fowlmouth going to the movies.<br /><br />In my own personal opinion, I didn't like the Buster and Babs segments that much, although they had some notable dialogue and jokes. I have got to say the Plucky and Hampton 'Vacation' parts were the best! Hamton's family is HILARIOUS! I especially like Uncle Stinky. Fifi in the hotel was also hilarious. I love the actor cameos during this scene. :D<br /><br />Probably the most famous part in this movie, again IMHO, is when Fowlmouth and Shirley are in the movie theater... LOL! You've got to see it to appreciate it! And when Hamton and Plucky go through the tunnel to make a wish... :)<br /><br />Although this movie moved slowly during the Buster/Babs parts, the rest is pure gold! I rate this movie 8/10. Show this to your kids one day... or even adults yourselves - WATCH THIS MOVIE! You won't regret it.",positive
"Other than some neat special effects, this movie has nothing to offer. They threw in some gore and some nudity to try and make it interesting, but with no success. Kevin Bacon's acting was pretty good, but he couldn't salvage the movies lack of plot.",negative
"I absolutely LOVED this movie! It was SO good! This movie is told by the parrot, Paulie's point of view. Paulie is given to the little girl Marie, as a present. Paulie helps Marie learn to talk and they become best friends. But when Paulie tells Marie to fly, she falls and the bird is sent away. That's when the adventure begins. Paulie goes through so much to find his way back to Marie. This movie is so sweet, funny, touching, sad, and more. When I first watched this movie, it made me cry. The birds courage and urge to go find his Marie for all that time, was so touching. I must say that the ending is so sweet and sad, but you'll have to watch it to find out how it goes. At the end, the janitor tries to help him, after hearing his story. Will he find his long lost Marie or not? Find out when you watch this sweet, heart warming movie. It'll touch your heart. Rating:10",positive
"To all the haters out there: condemning a TV series with one episode is like judging an entire book after reading the first few pages. That being said, I was a huge fan of BSG, thought it was some of the best TV drama (not just sci-fi) on the air. But it was time for it to end and the story to move on. I liked the BSG epilogue ""The Plan"", but it raised as many new questions as it answered, so I eagerly anticipated ""Caprica"" and I was not disappointed.<br /><br />I was hoping it would not try to be another BSG, and I was pleased that ""Caprica"" is something different, and I personally found the story exciting, in a different way than blazing space battles, explosions and sci-fi special effects (don't get me wrong, I like that stuff too). Eric Stolz and Esai Morales give solid performances, and Alessandra was just wonderful. I can't wait until next week.",positive
Jarl and Moodysson are part of an dying breed of political film makers. The Swedish population should appreciate that they try to uncover the truth when the government and media actively distorts and cover up the events surrounding the EU meeting in Gothenburg. It is absolutely heartbreaking to see how these innocent kids have been abused and drugged by the Swedish police and convicted to prison in political trials for sending text messages and as revenge for others actions. The only unfortunate thing about this movie is that it will not reach the broad masses in Sweden as it will only be shown it theaters and not be released on video or aired on television.<br /><br />The political film is important as it can bring new perspectives and insight into complex issues and has a role to play as an educator of the masses.,positive
